Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Dependants,Age
Graduation,Divorced,36997.0,1,1,43,4,12,8,0,27,2,46
Graduation,Married,23539.0,0,0,4,24,11,16,1,25,0,57
Graduation,Single,65333.0,0,1,654,7,92,0,15,30,1,41
Graduation,Single,78499.0,0,0,912,72,170,47,36,97,0,57
PhD,Together,29732.0,1,0,25,0,8,0,1,4,1,43
Master,Together,41275.0,1,2,24,4,22,0,2,9,3,54
PhD,Together,63516.0,1,1,141,11,114,15,14,5,2,41
PhD,Married,42769.0,0,1,71,0,13,3,1,0,1,52
Master,Married,49572.0,1,1,35,1,16,0,1,1,2,56
Graduation,Married,69209.0,0,0,496,32,849,229,48,128,0,42
Graduation,Married,17148.0,1,0,9,9,11,13,10,16,1,38
Graduation,Widow,40590.0,1,1,154,0,50,6,11,37,2,45
Master,Together,30560.0,1,0,9,1,5,4,5,7,1,38
2n Cycle,Married,32146.0,1,0,26,3,23,4,7,3,1,31
2n Cycle,Divorced,41713.0,1,1,77,8,44,10,10,25,2,50
Master,Together,34176.0,0,1,11,2,7,4,2,2,1,39
PhD,Married,58482.0,0,1,576,7,115,19,7,7,1,59
Graduation,Single,59686.0,0,1,89,15,89,34,42,5,1,49
PhD,Married,60896.0,0,1,1013,30,399,60,46,153,1,50
Graduation,Together,62994.0,1,0,224,12,48,4,12,12,1,34
Graduation,Together,47320.0,0,1,200,19,111,50,15,19,1,57
2n Cycle,Widow,74859.0,0,0,570,73,614,133,102,73,0,65
Basic,Single,15253.0,1,0,1,3,3,8,1,13,1,22
PhD,Single,31560.0,1,0,62,1,20,4,0,7,1,40
Graduation,Divorced,72071.0,0,1,531,69,300,150,138,150,1,60
Master,Single,91172.0,0,0,162,28,818,0,28,56,0,24
Graduation,Married,90000.0,0,0,675,144,133,94,192,241,0,30
Graduation,Single,41967.0,1,1,23,4,10,0,2,15,2,33
Graduation,Single,69263.0,0,1,492,5,32,13,5,21,1,49
2n Cycle,Divorced,65706.0,0,0,918,10,129,13,0,129,0,44
Graduation,Together,60934.0,0,1,224,155,155,192,93,54,1,39
Graduation,Married,71965.0,0,1,572,19,286,50,38,248,1,63
Graduation,Married,65210.0,0,1,626,0,70,0,7,28,1,59
PhD,Married,79174.0,0,0,1074,37,518,193,92,129,0,39
Master,Divorced,81380.0,0,0,741,68,689,224,68,103,0,47
Graduation,Married,52914.0,0,1,254,10,44,30,10,227,1,43
Graduation,Together,38946.0,0,1,116,6,82,6,6,41,1,59
Graduation,Married,26067.0,1,0,22,2,18,0,2,12,1,40
PhD,Married,44325.0,0,1,516,0,21,0,0,5,1,42
Graduation,Married,42523.0,0,0,14,36,11,3,26,35,0,50
Basic,Single,26487.0,1,0,2,8,10,12,14,23,1,36
2n Cycle,Married,53233.0,0,1,28,0,9,3,0,0,1,57
Graduation,Married,67716.0,0,1,530,142,217,62,9,56,1,54
Master,Married,76234.0,0,1,519,50,167,130,0,41,1,42
PhD,Married,84117.0,0,0,611,76,749,59,45,26,0,58
Master,Together,65487.0,0,0,240,67,500,199,0,163,0,57
Basic,Married,25224.0,1,0,4,9,12,11,2,8,1,42
Master,Single,89616.0,0,0,671,47,655,145,111,15,0,31
Graduation,Divorced,40851.0,1,1,23,1,7,0,4,24,2,43
Graduation,Married,27469.0,0,0,9,1,2,3,2,0,0,67
2n Cycle,Married,82347.0,0,0,556,54,845,202,133,63,0,57
Graduation,Married,73803.0,0,1,833,80,363,52,26,174,1,57
Master,Single,8820.0,1,1,12,0,13,4,2,4,2,62
Graduation,Single,43322.0,0,0,56,7,48,10,2,18,0,40
Graduation,Together,55593.0,0,1,293,8,124,11,4,106,1,41
Graduation,Married,50501.0,1,1,297,0,38,13,0,152,2,60
Graduation,Married,37085.0,1,1,39,1,16,2,0,3,2,39
Basic,Single,16185.0,1,0,5,11,16,21,8,45,1,24
Graduation,Single,57731.0,0,1,266,21,300,65,8,44,1,45
Graduation,Married,73807.0,0,1,366,124,156,71,78,54,1,36
Graduation,Married,18929.0,0,0,32,0,8,23,4,18,0,24
Graduation,Single,35893.0,1,1,158,0,23,0,0,18,2,46
Graduation,Married,61014.0,0,1,269,129,495,182,43,29,1,34
Graduation,Together,32144.0,1,1,41,0,10,0,0,3,2,60
Basic,Together,14918.0,0,1,3,3,3,15,4,15,1,51
Graduation,Divorced,45146.0,1,1,33,0,5,0,0,15,2,51
2n Cycle,Divorced,41769.0,0,1,302,29,131,32,0,27,1,59
Graduation,Together,88325.0,0,0,519,71,860,93,27,53,0,33
Master,Divorced,38054.0,1,1,23,2,17,2,1,0,2,64
2n Cycle,Single,80617.0,0,0,594,51,631,72,55,32,0,19
Graduation,Married,5305.0,0,1,12,4,7,1,3,5,1,38
Graduation,Together,36807.0,1,1,4,2,5,0,0,5,2,60
Graduation,Together,28427.0,1,0,18,3,19,3,3,6,1,31
PhD,Widow,82032.0,0,0,332,194,377,149,125,57,0,66
Graduation,Together,22775.0,1,0,5,1,8,0,0,1,1,36
Master,Together,40101.0,1,0,171,3,129,26,24,62,1,29
Graduation,Married,58025.0,0,1,270,31,88,11,48,22,1,35
Master,Single,75777.0,0,0,712,26,538,69,13,80,0,32
2n Cycle,Together,7500.0,1,0,2,8,11,3,8,21,1,35
Master,Married,33562.0,1,2,21,12,12,0,3,3,3,51
PhD,Single,57642.0,0,1,580,6,58,8,0,27,1,44
Graduation,Together,58554.0,1,1,368,24,68,38,0,88,2,46
Graduation,Married,63777.0,1,1,457,5,106,15,17,53,2,35
Graduation,Single,57967.0,0,1,229,7,137,4,0,91,1,52
Graduation,Married,24434.0,2,0,3,2,8,20,0,17,2,42
Graduation,Single,11012.0,1,0,24,3,26,7,1,23,1,30
Master,Single,44802.0,0,0,853,10,143,13,10,20,0,44
Graduation,Single,26816.0,0,0,5,1,6,3,4,3,0,28
Graduation,Married,34421.0,1,0,3,3,7,6,2,9,1,40
Graduation,Married,61223.0,0,1,709,43,182,42,118,247,1,47
PhD,Together,64014.0,2,1,406,0,30,0,0,8,3,68
Graduation,Divorced,56981.0,0,0,908,48,217,32,12,24,0,33
Master,Together,69245.0,0,1,428,30,214,80,30,61,1,58
PhD,Married,52869.0,1,1,84,3,61,2,1,21,2,60
